at,userName,score,content,sentiment,confidence
2026-04-14 18:57:23,오현경,1,"친구목록에도 광고, 업데이트한 친구에도 광고, 업데이트한 친구 누르면 소식 뜨고 또 광고... 광고에 미친건가?? 자동 업데이트 꺼놔서 그런건지 채팅목록 위에 고정해놓은 것도 맘대로 풀려서 다시 일일이 순서대로 고정하고 업데이트 해본건데 업데이트한 친구 프로필 보고 싶지 소식 안 보고 싶으니까 소식 좀 없애요. 소식은 소식 탭에서 볼 사람만 보면 되잖아!!!",부정,0.99
2025-11-25 20:26:09,김사랑,3,"연락을 편하고 빠르게 익명으로도 보낼 수 있다는 건 좋은 점이지만, 업데이트로 이 앱을 조금 안 좋게 만든 거 아닐까 생각합니다. 이름 설정을 편하게 할 수 있었는데 하는 법이 너무 어려워 특히나 노인,어린이는 더 어렵게 받아들이지않을까 싶습니다. 친구를 한번에 보기도 어렵고 스토리까지 이해가 안 되는 부분이 너무 많았습니다. 이제 다른 SNS를 너무 따라가지않나 싶습니다. 추천하는 앱이지만 이 업데이트는 꼭 필요했던걸까요? 😅",부정,0.79
2025-11-05 18:58:10,이시은,1,전버전이 훨씬 더 좋습니다 이번 업데이트를 후 갑자기 사용법도 어려워지고 인스타처럼 해놔서 처음 쓰는 사람한텐 별로일것 같네요. 이렇게 이용자들 동의 구하지 않고 막 해도 되나요? 그리고 제가 원치 않는 게시글이 계속 함부로 게시되고 제 프로필도 꾸밀곳이 더 좁아진거 저만 그런건가요?다른 sns와 차별화 된 점에서 카톡을 사용했는데 그것조차 바꿔버리면 어쩌라는 거죠? 숏폼 기능은 뭐 기타에 넣어놓든가 그냥 오픈 채팅 들어가기 전에 숏폼 구경하고 들어가라- 뭐 그런거에요? 이런 기능 좀 없어졌으면 좋겠네요. 이익 볼려다가 손해 보신거 같은데 다시 원래대로 바꾸시려면 구버전으로 다시 업뎃 하는게 더 이득이실거에요. 이젠 어디에 무슨 기능이 있는지 몰겠어서 다시 찾아봐야겠어요. 제발 다른 sns 베껴서 이익창출 하지 말고요.. 여기 리뷰들 보니 최신에 쓰인 리뷰들은 싹다 비판적 카테고리에 있네요. 구버전 업데이트 시급함.게다가 이번 업뎃엔 사라질줄 알았는데 그대로고 챗gpt기능은 또 왜?,부정,0.98
2025-10-01 14:34:44,문현준,1,대규모 업데이트 후 메세지 딜레이 상황 있습니다 채팅목록이 새로운 메세지와 새로 도착한 시간이 보이지만 채팅안으로 들어가면 해당메세지가 없습니다. 내가보낼때도 마찬가지로 비행기가 오랫동안 떠있습니다. 인터넷 상태 문제없습니다 이런 현상이 있을때 다른 앱에 인터넷은 아무문제 없이 잘됩니다. 급하게 진행하신건지 안전성이 떨어집니다,부정,0.98
2025-10-12 20:55:46,윤지훈,1,"사용하기에 상당히 불편해졌습니다. 기존 카카오톡은 지인 및 친구들과 이야기할때 사용하기 좋은 매체였습니다. 다만, 이번 업데이트를 통해 기존과 달라진 점, 또 그 달라진 점들 중 불편한 점도 생겼습니다. 첫번째로 프로필입니다. 프로필은 기존엔 화면에 꽉 차는 형태로, 꾸밀 수 있는 공간이 넓었습니다. 다만 이번에 게시물 기능이 생기며 게시물을 아래에 표시해 멀티프로필, 기본프로필을 모두 수정해야 했으며, 자신이 바라지 않음에도 기존 친구 탭에 자신이 올린 사진들이나 상태메시지가 게시되는 불편한 상황이 발생하고 있습니다. 또한 프로필 사진을 넘길 수 없어 프로필 사진을 구경하기도 까다로워졌으며, 프로필 사진을 확대할 때도 확대 상태에서 고정이 풀려버리는 불편한 업데이트가 되었습니다. 두번째로 불편한 점은 숏폼 기능입니다. 메신저 앱에 숏폼 기능이 추가된 것은 이례적입니다. 다른 메신저 앱엔 숏폼 기능이 존재하지 않으며, 필요 또한 없습니다. 이번 업데이트가 취소되길 바래 봅니다.",부정,0.94
2025-10-12 18:04:36,이서영,1,이번 업데이트는 무슨 생각으로 진행하고 결제때린건지 모르겠네요;; sns화가 진심으로 카카오톡 기능에 적합하다고 생각한건가?? 심지어 자동 업데이트도 꺼놨는데 휴대폰 전원이 한번 나가니까 업데이트가 되어있네요?? 원래대로 돌아가지 않으면 대체할 거 나오자마자 갈아타려고 대기중입니다...,부정,0.95
2025-10-11 18:02:57,네이,1,이야~ 자동 업데이트 막아놓은지가 몇 년이고 꾸준히 확인하고 사는데 이걸 강제 업데이트 해버리네요. 이번만큼 최악인 적이 없었습니다. 이게 메신저앱이야 상시확인강제필수sns앱이야? 다른 sns 안하는 이유가 뭔데 카톡이 그걸 따라갑니까? 다른 메신저앱 쓸만한거 보이면 바로 옮깁니다.,부정,1.0
2025-10-09 16:04:32,권민서,1,진짜 업데이트 최악이네요ㅡㅡ 톡백으로 사용하는 시각장애인입니다. 업데이트 되고나니까 친구탭 접근성 개판됬어요ㅡㅡ 친구탭에 피드 없을때가 비교도 안되게 편했는데 대체 무슨 생각으로 바꾼건지 이해가 안되네요ㅡㅡ 그리고 대화를 안했던 상대와의 채팅방을 들어가면 추천이모티콘이 뜨는데 이게 떠있으면 블루투스자판을 연결했을때 입력이 안되서 이모티콘을 눌러 전송한다음에야 입력이 되는데 이거 너무 불편해요. 이모티콘으로 인사하기 부적절한 상대일때는 특히 난감해요ㅡㅡ 이모티콘 추천기능 필요없으니까 제발 이것도 좀 없애주세요ㅡㅡ,부정,0.99
2025-05-24 14:24:48,SJ H,4,"카카오톡 너무 애용하고 있고 좋은 기능들 많다고 느낍니다. 따로 불편한 것도없고 좋았는데 최근에 생긴 기능이 너무 불편합니다. 톡(내용)을 보내기 전에 글을 고치거나, 미리 적어두고 냅두거나, 고민하는 등의 이유로 미리 써두는데 이게 💬 이런 모양으로 상대방에게 뜨더라고요? 형용하기 어렵지만 정말 거슬리고 불편해요. 제발 없애주셨으면 합니다... 인스타나 디스코드 등의 앱에서 이 기능이 있어서 더 안 써왔는데 카톡까지 생겨버리니까 골이 땡겨서요 제발 다시 생각해주십사...",부정,0.95
2025-09-26 16:16:25,소율,1,살다 살다 이런 업데이트는 또 처음 보네요. 카톡을 인스타 주니어로 만들려는 계획인 건가요? 실용성은 확인해 보셨나요? 실수로 멀프를 지워버렸는데 멀프를 만드는 곳이 보이지도 않네요. 그리고 다른 사람 사진을 피드로 띄우는 건 대체 누구 아이디어입니까;; 친구들 찾기가 더 불편해졌어요. 요즘 카톡 사용하는 빈도가 늘어나고 있었는데 그냥 라인이나 인스타로 넘어가겠습니다. 정말로 실망스럽네요.,부정,1.0
2025-10-11 13:28:02,김민국,1,업뎃 이후로 편의성은 당연하고 로딩도 더럽게 오래 걸림. 본인 프로필 들어갈 때도 재접을 해야하고 오픈채팅도 로딩이 안됨. 새로운 메세지가 있어서 들어 갔는데 로딩이 안된다는 게 말이 됨?,부정,0.99
2026-04-17 12:51:11,gloria J,2,"카톡 테블릿버전이 좀 이상하네요. 카톡방을 열려고하면 업데이트해야한다고 떠서 업데이트 몇번을 누르고, 무한반복이고.. 앱을 완전히 껐다가 재실행해도 마찬가지고, 앱을아예 삭제후 다시깔았는데 이젠 로그인 화면에서 로그인이 안되고, 멈춰있고 비번찾아달래도, 이메일 재확인 요청을해도 멈춰있어서.. 평가한마디 적습니다.",부정,0.99
2026-04-18 16:10:44,장은수,3,"만약 주변 사람들은 되는데 나만 안 된다면, 기기 모델명과 현재 OS 버전을 적어서 ""특정 환경에서 발생하는 버그 아니냐""실험실 확인, 캐시 삭제, 심지어 재로그인이라는 번거로운 과정까지 거쳤다. 이건 일시적인 오류가 아니라 당신들의 '기능 누락'이 의심된다""""OS 업데이트도 했고, 앱 버전도 최신인 걸 확인했다. 내 하드웨어는 준비가 끝났는데 왜 당신네 소프트웨어는 아직도 과거에 머물러 있느냐"" 왜 도데체 내가 쳇지비티 한테 이런걸 계속 말해야 돼요 페이스톡 특유의 소리 따다라라따 소리도 안나고 일반전화소리 띠리리리리ㅣ 만나오면 어떡해요 문의할려고 하면 이메일을적어야 돼요 이메일을 몰라요! 해결책을 쳇 지피티 말고 당신들이 주쇼 난 최선을 다했지만 이제내가 할건 끝났읍니다 해결책을 줄때까지 .... 잠수 타야죠 뭐.....",부정,0.77
2026-04-16 06:46:14,h b,1,일반 문자 처럼 채팅 기록 없어도 예약 전송 되게 해주세요. 채팅 기록이 있어야 예약 전송 되니까 너무 심하게 불편합니다. 5분간격으로 설정해야 되는 부분도 모든 분 전부 추가 해주세요. 너무불편합니다. 문자되는 집전화번호로도 인증 할 수 있게 업데이트 해주세요. 너무 심하게 불편합니다. 제발 부탁드립니다.,부정,0.86
2026-04-13 22:21:53,김예솔,3,"간단 요약 장점: 쉽고 빠르게 메세지를 주고 받을 수 있음, 자신의 프로필을 마음대로 꾸밀 수 있음, 생일인 친구를 알 수 있음, 오픈채팅으로 더 많은 사람들과 대화 할 수 있음. 단점: Wifi 안 터지면 메세지가 안 보내짐, 프로필을 꾸밀 순 있지만 이번 업데이트로 인해 좁게 꾸며야 함, 오픈채팅에서 댓글 기능으로 인해 누가 누구한테 말하는지 모르겠음, 숏폼, 이름 바꿀때 어려움, 게시물 기능, 오픈채팅에서 경고 먹을 만한 프로필 사진, 이름, 말 등을 안 해도 정지 먹음",긍정,0.57
2026-04-25 08:40:01,리리,4,저번 업데이트 때매 모르는사람에게 제 프로필이 뜨더라고요 너무 불편합니다. 그리고 옛날에는 프로필 꾸밀수 있는 공간이 화면 꽉 채워 있었는데 프로필 꾸미기 좋아하는 저한테는 화면이 작아져서 불편해요.특히 제친구는 저보다 프로필사진를 더 지주 봐꿔서 너무 불편하데요 길지만 짫은 얘기 들어주셔서 감사합니다.,부정,0.9
2026-04-13 19:57:36,seonuk baek,1,"태블릿 pc하고 휴대폰에서 동시 사용 중인데, 휴대폰은 업데이트 시 정상적으로 되지만, 태블릿 pc는 앱에서는 업데이트를 해야 한다고 해서 구글플레이로 확인하더라도 막상 최종 업데이트가 2024.6.11.에 이루어져서 사용자는 업데이트를 안 해도 된다고 뜹니다. 그래서 계속 업데이트를 하지 못하고 있었는데, 오늘 갑자기 앱 버전이 만료됐다고 사용불가하다고 하네요? 어떻게 하라는 건가요? 사람들에게 온갖 불편만 안기고, 우롱하는 것도 아니고 뭐하는 건가요? 빨리 해결하세요.",부정,1.0
2026-04-23 11:55:10,서나,1,숏폼 없애기 할 수 있게 해주세요 보고싶지 않는데 자꾸 오픈채팅 들어가면 보입니다. 그리고 오픈채팅 개설을 했는데 개설하고 나면 뜨는 제 채팅창도 안 뜨네요 그리고 일반채팅 갔다가 오픈채팅 열려고 하면 접기상태로 되어있고 광고도 계속 떠서 불편합니다 지금 뜨는 커뮤니티도 떠서 없앨 수 있으면 좋겠습니다.,부정,0.82
2026-04-24 20:06:49,남박창훈,1,오픈채팅방 추천뜨는거 설정 끌수록 있게 해주세요. 시도때도없이 추천 뜨는거 너무 스트레스 받습니다. 금전을 벌려고 하는 수단을 노골적으로 티나거 하지 마세요. 되도 않는 숏폼은 늘 강제로 우선적으로 나타나게하는거며 불필요한 댓글기능을 만든거며 너무 쓸데없는 기능들을 접목시키셨습니다. 휴대전화는 말그대로 휴대 기능을하게 해야지 일부라고 생각 할 수 있으나 이런 기능들로 휴대전화로 인한 인사사고 발생 증가 라든지 그런것들은 생각해보지 않으셨나요? 너무 독점 한다고 다 좋은건 아닙니다. 기업이 사람을 우선으로 생각해야 좋은기업으로 오래남지 이런식으로 가다보면 카카오톡을 대체하는 수단이 나오게 되면 그때가서 소 잃고 외양간 고치시렵니까? 카카오에서 이 글을 보시는 분들께서는 잘 한번 생각 해보세요 내가 지금 초심을 잃고 돈벌이 수단으로만 생각 하는건지 잘 판단 부탁드립니다. 카톡 처음 나오면서부터 여지껏 쓰고는 있지만 갈수록 산으로 가는것 같습니다.,부정,0.99
2026-04-21 15:40:45,Hyejin Ryu,1,소식탭도 참고 숏폼에서도 참았는데 도대체 왜 기존에 설정했던걸 자꾸 초기화 시켜서 몇번을 재설정하게 하나요? 대화문 작성중인거 싫어서 초기에 이 기능 나올때부터 꺼놨는데 또 켜져있어서 끄기를 반복하네요. 그리고 또 상단 고정중인 채팅방을 왜 자꾸 해제되어 있어 몇번을 재설정해야 합니까? 휴대폰 문제였나 하고 탭 카톡이랑 pc톡도 보니 똑같이 다 해제되어 있네요. 제발 쓸데없는 기능 넣어서 앱만 무겁게 만들지 말고 초기때처럼 기본 기능에만 충실해지시길 바랍니다.,부정,0.99
2026-04-14 15:29:24,강은지,1,자꾸 다른 sns와 비슷한 요소들이 생겨나네요. 카카오톡만의 확실한 장점이 얕아지고 있어 아쉬움이 큽니다. 특히 다른 사람들의 업데이트프로필을 보고싶지 않은데 없애는 기능이 사라졌더라고요. 그리고 숏폼 또한 카카오톡 이용을 지양하게 되는 점입니다. 장점은 강화하고 단점은 보완해야 하는데 자꾸 장점이 사라지고 단점만 많아지니 더이상 카카오톡의 업데이트가 기대되지 않습니다. 그래도 이렇게 의견을 내다보면 점점 좋아질 거라고 생각합니다.,긍정,0.62
2026-04-24 17:41:47,냠냠,1,너무 밤티... 난잡하고... 업데이트 안하고 싶어서 미루다가 서류 떼야해서 걍 했는데 업데이트 프로필하고 생일인 친구 못접나요? 프로필도 멀티프로필을 메인으로 쓰고 있는데 그거 들어가기도 복잡해졌고... 걍 원래대로 완전히 돌려야 다시 쓸 수 있겠어요... 도대체 누가 이 난리로 업데이트해놨는지...,부정,0.99
2026-04-22 22:07:08,김찬욱 (킴카레),1,1점밑이있다면 그걸줘야한다 어지간해서는 평가 자체를 안남기는데 최악과 최저를 매번 갱신한다 뭘해야하는지 감도없고 기본도 안되어있다 갈수록 어플이 무거워지기만하고 갈수록 사용방법만 불편해지고있다 갸손해나가는게 아니라 어떻게 사용자를 불편하게 할지연구하는거밖에 없다,부정,1.0
2026-04-16 15:14:00,JU HEE LIM,1,...아니.. 일부러 업데이트안했는데...왜 자동업데이트가 된거에요?? 업데이트한 친구 보는데 왜 지가 알아서 광고로 넘어가나요..아니 좀 느긋하게 바뀐 사진 보고싶다고요 3초인가 5초만에 바꿀거면 뭐하러 업데이트한 친구리스트가 있는거에요....와.. 진짜 광고에 미친거같아요 아니 카톡 중간중간 광고있는거 너희도 돈 벌어야지 하고 넘어가는데 강제로 보던거 끄고 광고보게하는건 선넘었잖아요,부정,0.99
2026-04-14 08:05:32,신다영,1,원래 항상 쓰던 기기에서 로그아웃이 되었길래 '카톡도 한 기기밖에 못 쓰게 바꿨구나..' 생각했습니다. 카톡은 여러 기기에서도 내용을 볼 수 있다는 게 장점이었는데 말이죠. 이미 이것도 말이 안 된다고 생각했지만 카톡이 현재까지는 아주 중요한 소통 매체이므로 2900원까지 내서 백업을 했습니다. 그런데 10년치 카톡 다 사라지고 3일치 카톡만 남았습니다. 말이 됩니까? 하.... 요즘 카톡 말이 많더니 이제 정말 정이 떨어졌습니다.. 카톡을 왜 사용하나요. 많은 인원과 중요한 내용 전달을 주고받으며 이전 내용을 검색하기도 쉽고 파일 모아보기도 쉬워 카톡을 사용합니다. 그런데 다 날라가다니요. 솔직히 지금 심경으로는 1점도 아깝습니다.,부정,0.99
2026-04-12 17:32:36,고네,1,프로필사진 바꾼 친구들 누르면 0.0001초만에 다음 사진으로 넘어가서 사진을 제대로 볼 수가 없어요. 인스타스토리 오마주하려면 인스타처럼 사진이 몇 초간 정지되어서 감상할 수 있는 시간이 필요합니다. 서비스가 갈수록 이용자들이 사용하기 불편하게 변해가는게 너무 아쉽습니다..,부정,0.98
2026-04-14 00:01:10,권가쌍둥이,1,"업데이트된 친구의 새 소식, 놓치지 않고 잘 보고 계신가요? 이제 새로워진 업데이트 프로필에서 친구의 프로필 사진, 게시물, 펑 업데이트까지 카드 형태로 쭉 확인할 수 있어요. 카드를 넘기듯 끊김 없이, 친구들의 새 소식을 만나보세요. 더 쉽고 간편하게 즐길 수 있어요 이거 때문에 내 폰 바보됐어요... 쓰레기 카카오",긍정,0.92
2026-04-24 21:02:33,Bokyung Kim,1,0점 주고 싶어요 진짜.. 갑자기 뭔 업데이트를 한건지.. 오픈채팅방 탭에 왜 지금 뜨는 커뮤니티가 표시되나요?? 거기에 뭐 표시되는지는 아시나요?? 저랑 하나도 상관없고 보고 싶지 않은 다른 오톡방들 글을 제가 왜 봐야 하나요? 그리고 그 컨텐츠들 때문에 열불나는 건 왜 제몫인가요?? 왜이러나요 정말?? 끄는 기능도 없고 미치겠네요 정말 그리고 친구 프로필 보는 거는 또 왜 이렇게 빨리 지나가고 섬네일만 보여주는건가요? 상단 고정해둔 채팅방은 이유없이 한번씩 고정이 풀리고요. 어지간하면 다른 앱들도 리뷰 잘 안남기는데 이거는 진짜 너무 화나서 리뷰 남깁니다.,부정,1.0
2026-04-14 13:09:13,네로귀여웡,1,업무폰(S7)인데 카톡 업뎃하래서 할라고 보니까 업뎃버튼도 안뜨고 그래서 삭제하고 다시 까니까 로그인이 안되고 껏다키고 몇번이나 삭제하고 다시깔고 소프트웨어 업뎃도해도 안되네요 업무폰까지 최신폰쓰란소린가요 어차피 카톡이랑 전화정도밖에 안하는데 강제 업데이트 시키고 업뎃버튼도 안뜨고 삭제하고 다시깔으면 로그인도 안되고 쓸데없는 기능 추가하지말고 기존에 있는 기능이나 잘 유지하세요 결국 사용못하고있습니다 PC톡만 사용중이에요,부정,1.0
2026-04-20 12:38:19,레노,1,업데이트를 할때마다 이상한게 자꾸 보이게되고 친구목록 들어가면 젤 먼저 보이는게 친구목록이 아니라 소식에 들어가져서 관심도 없는 사진들 업데이트 목록 보이게하고 오픈채팅 들어가니까 지금 뜨는 커뮤니티 이런것도 보이게되고 자꾸 이상한 기능 추가하지말고 메신져기능만 활용할수있게 돌려놔주세요 제발 이상한 기능좀 그만 추가하고,부정,0.99
